PROPERTY.STREET.ADDRESS.OR.STOREFRONT.ADDRESS,LATITUDE,LONGITUDE,PRIMARY.BUSINESS.ACTIVITY,COMMUNITY.BOARD,IMPACTED
906 St. Nicholas Avenue,40.8310838,-73.941052,RETAIL,112.0,False
908 St. Nicholas Avenue,40.8310838,-73.941052,RETAIL,112.0,False
1963 Amsterdam Avenue,40.8328956,-73.9416105,RETAIL,112.0,False
1969 Amsterdam Avenue,40.8331041,-73.941455,RETAIL,112.0,False
1973 Amsterdam Avenue,40.8332276,-73.9413645,RETAIL,112.0,False
1997 AMSTERDAM AVENUE,40.8338614,-73.940887,RETAIL,112.0,False
1997 AMSTERDAM AVENUE,40.8338614,-73.940887,RETAIL,112.0,False
1997 AMSTERDAM AVENUE,40.8338614,-73.940887,RETAIL,112.0,False
1997 AMSTERDAM AVENUE,40.8338614,-73.940887,RETAIL,112.0,False
2001 AMSTERDAM AVENUE,40.8341303,-73.9407747,RETAIL,112.0,False
2001 AMSTERDAM AVENUE,40.8341303,-73.9407747,RETAIL,112.0,False
1016 ST NICHOLAS AVENUE,40.8350655,-73.9394187,RETAIL,112.0,False
1026 St. Nicholas Avenue,40.8353675,-73.9394184,RETAIL,112.0,False
2081 Amsterdam Ave,40.8362128,-73.9392948,RETAIL,112.0,False
2083 AMSTERDAM AVENUE,40.8365255,-73.9389476,RETAIL,112.0,False
2083 AMSTERDAM AVENUE,40.8365255,-73.9389476,RETAIL,112.0,False
2085 AMSTERDAM AVENUE,40.8366133,-73.9388824,RETAIL,112.0,True
2087 Amsterdam Ave.,40.8367038,-73.9388173,RETAIL,112.0,True
2129 AMSTERDAM AVENUE,40.838232,-73.93771,RETAIL,112.0,True
2129 AMSTERDAM AVENUE,40.838232,-73.93771,RETAIL,112.0,True
2143 AMSTERDAM AVENUE,40.8385969,-73.9374423,RETAIL,112.0,False
2153 AMSTERDAM AVENUE,40.8387917,-73.9373011,RETAIL,112.0,True
2153 AMSTERDAM AVENUE,40.8387917,-73.9373011,RETAIL,112.0,True
3656 Broadway,40.8362036,-73.9428038,RETAIL,112.0,False
3740 BROADWAY,40.8328315,-73.9452676,RETAIL,112.0,False
3760 BROADWAY,40.8334598,-73.9448082,RETAIL,112.0,False
3760 BROADWAY,40.8334598,-73.9448082,RETAIL,112.0,False
3760 BROADWAY,40.8334598,-73.9448082,RETAIL,112.0,False
500 WEST 157 STREET,40.8328988,-73.9424164,RETAIL,112.0,False
559 w. 158 st,40.8346945,-73.9438603,RETAIL,112.0,False
3800 broadway,40.8346945,-73.9438603,RETAIL,112.0,False
1982 AMSTERDAM AVENUE,40.8337822,-73.9417688,RETAIL,112.0,False
3820 BROADWAY,40.8353311,-73.9434406,RETAIL,112.0,False
3820 BROADWAY,40.8353311,-73.9434406,RETAIL,112.0,False
3828 BROADWAY,40.8355615,-73.9432236,RETAIL,112.0,False
3828 BROADWAY,40.8355615,-73.9432236,RETAIL,112.0,False
3828 BROADWAY,40.8355615,-73.9432236,RETAIL,112.0,False
555 West 160th Street,40.8359539,-73.9429883,RETAIL,112.0,False
555 West 160th Street,40.8359539,-73.9429883,RETAIL,112.0,False
555 West 160th Street,40.8359539,-73.9429883,RETAIL,112.0,False
555 West 160th Street,40.8359539,-73.9429883,RETAIL,112.0,False
3656 Broadway,40.8362036,-73.9428038,RETAIL,112.0,False
3656 Broadway,40.8362036,-73.9428038,RETAIL,112.0,False
3656 Broadway,40.8362036,-73.9428038,RETAIL,112.0,False
3862 Broadway,40.8365795,-73.9425325,RETAIL,112.0,False
566 West 162 Street Store #7,40.8368264,-73.9423516,RETAIL,112.0,False
2104 AMSTERDAM AVENUE,40.8376042,-73.9389683,RETAIL,112.0,False
407 WEST 145TH STREET,40.8371515,-73.9393012,RETAIL,112.0,False
2092 AMSTERDAM AVENUE,40.8370527,-73.9393735,RETAIL,112.0,False
2090 Amsterdam Avenue,40.8369841,-73.9394242,RETAIL,112.0,False
2090 Amsterdam Avenue,40.8369841,-73.9394242,RETAIL,112.0,False
560 West 163 Store #3B,40.8374465,-73.9418921,RETAIL,112.0,True
3920 Broadway Store# 5,40.8384534,-73.9411575,RETAIL,112.0,False
3924 BROADWAY,40.8386043,-73.9410454,RETAIL,112.0,True
545 WEST 164 STREET,40.8381401,-73.9403447,RETAIL,112.0,False
516 WEST 167 STREET,40.8396652,-73.9386158,RETAIL,112.0,False
520 WEST 168 STREET,40.8402195,-73.9382069,RETAIL,112.0,True
520 WEST 168 STREET,40.8402195,-73.9382069,RETAIL,112.0,True
501 WEST 167 STREET,40.8395302,-73.9375679,RETAIL,112.0,False
501 WEST 167 STREET,40.8395302,-73.9375679,RETAIL,112.0,False
501 WEST 167 STREET,40.8395302,-73.9375679,RETAIL,112.0,False
61 AUDUBON AVENUE,40.84062,-73.9379174,RETAIL,112.0,False
61 AUDUBON AVENUE,40.84062,-73.9379174,RETAIL,112.0,False
2186 AMSTERDAM AVENUE,40.8403094,-73.9369961,RETAIL,112.0,False
2182 AMSTERDAM AVENUE,40.840153,-73.9371083,RETAIL,112.0,False
4026 Broadway,40.8418199,-73.9388054,RETAIL,112.0,False
4034 Broadway,40.8418199,-73.9388054,RETAIL,112.0,False
4036 Broadway,40.8418199,-73.9388054,RETAIL,112.0,False
4038 Broadway,40.8418199,-73.9388054,RETAIL,112.0,False
525 WEST 169 STREET,40.8411084,-73.9375592,RETAIL,112.0,False
525 WEST 169 STREET,40.8411084,-73.9375592,RETAIL,112.0,False
85 AUDUBON AVENUE,40.8412319,-73.9374687,RETAIL,112.0,False
500 WEST 170 STREET,40.8410584,-73.9364497,RETAIL,112.0,False
1200 ST NICHOLAS AVENUE,40.8423302,-73.938382,RETAIL,112.0,False
1200 ST NICHOLAS AVENUE,40.8423302,-73.938382,RETAIL,112.0,False
1200 ST NICHOLAS AVENUE,40.8423302,-73.938382,RETAIL,112.0,False
1208 ST NICHOLAS AVENUE,40.8425635,-73.9382662,RETAIL,112.0,False
1208 ST NICHOLAS AVENUE,40.8425635,-73.9382662,RETAIL,112.0,False
1208 ST NICHOLAS AVENUE,40.8425635,-73.9382662,RETAIL,112.0,False
104 AUDUBON AVENUE,40.8422666,-73.9374822,RETAIL,112.0,False
104 AUDUBON AVENUE,40.8422666,-73.9374822,RETAIL,112.0,False
104 AUDUBON AVENUE,40.8422666,-73.9374822,RETAIL,112.0,False
104 AUDUBON AVENUE,40.8422666,-73.9374822,RETAIL,112.0,False
104 AUDUBON AVENUE,40.8422666,-73.9374822,RETAIL,112.0,False
100 AUDUBON AVENUE,40.8420059,-73.9376161,RETAIL,112.0,True
101 AUDUBON AVENUE,40.8418026,-73.937132,RETAIL,112.0,False
2232 AMSTERDAM AVENUE,40.8417114,-73.9359684,RETAIL,112.0,True
2228 AMSTERDAM AVENUE,40.8415934,-73.9360552,RETAIL,112.0,True
2224 AMSTERDAM AVENUE,40.8414699,-73.9361421,RETAIL,112.0,False
2224 AMSTERDAM AVENUE,40.8414699,-73.9361421,RETAIL,112.0,False
2220 AMSTERDAM AVENUE,40.8413465,-73.9362326,RETAIL,112.0,False
569 West 171st Street Store #2,40.8428927,-73.9380237,RETAIL,112.0,True
128 AUDUBON AVENUE,40.842851,-73.9370009,RETAIL,112.0,False
128 AUDUBON AVENUE,40.842851,-73.9370009,RETAIL,112.0,False
120 AUDUBON AVENUE,40.8426535,-73.9372722,RETAIL,112.0,False
111 audobon Aven,40.8423238,-73.9366581,RETAIL,112.0,False
113 audobon Avenue,40.8423238,-73.9366581,RETAIL,112.0,False
113B audobon Avenue,40.8423238,-73.9366581,RETAIL,112.0,False
1238 ST NICHOLAS AVENUE,40.8435347,-73.9374991,RETAIL,112.0,False
1284 ST NICHOLAS AVENUE,40.844827,-73.9366051,RETAIL,112.0,True
1282 ST NICHOLAS AVENUE,40.844827,-73.9366051,RETAIL,112.0,True
1280 ST NICHOLAS AVENUE,40.844827,-73.9366051,RETAIL,112.0,True
247 AUDUBON AVENUE,40.8462252,-73.9338135,RETAIL,112.0,False
2372 AMSTERDAM AVENUE,40.8459831,-73.9328595,RETAIL,112.0,True
2372 AMSTERDAM AVENUE,40.8459831,-73.9328595,RETAIL,112.0,True
2376 AMSTERDAM AVENUE,40.8459831,-73.9328595,RETAIL,112.0,True
2316 AMSTERDAM AVENUE,40.8445784,-73.9338766,RETAIL,112.0,False
1320 ST NICHOLAS AVENUE,40.8461658,-73.9356352,RETAIL,112.0,False
600 WEST 157 STREET,40.8341464,-73.945711,RETAIL,112.0,False
600 WEST 157 STREET,40.8341464,-73.945711,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
3799 BROADWAY,40.834621,-73.9450746,RETAIL,112.0,False
900 RIVERSIDE DRIVE,40.8380523,-73.9460331,RETAIL,112.0,True
3821 BROADWAY,40.8358172,-73.9441377,RETAIL,112.0,False
3821 BROADWAY,40.8358172,-73.9441377,RETAIL,112.0,False
3821 BROADWAY,40.8358172,-73.9441377,RETAIL,112.0,False
3821 BROADWAY,40.8358172,-73.9441377,RETAIL,112.0,False
3821 BROADWAY,40.8358172,-73.9441377,RETAIL,112.0,False
603B 161 Street,40.8369065,-73.9432947,RETAIL,112.0,False
603C 161 Street,40.8369065,-73.9432947,RETAIL,112.0,False
600 West 162nd Street Store# 1,40.8371507,-73.9431138,RETAIL,112.0,False
601 West 162nd Street Store# 5,40.8375376,-73.9430267,RETAIL,112.0,False
601 West 163rd Street Store# 6,40.8381713,-73.9424299,RETAIL,112.0,False
601 West 163rd Street Store# 7,40.8381713,-73.9424299,RETAIL,112.0,False
601 WEST 164 STREET,40.8388079,-73.9419162,RETAIL,112.0,True
601 WEST 164 STREET,40.8388079,-73.9419162,RETAIL,112.0,True
601 WEST 164 STREET,40.8388079,-73.9419162,RETAIL,112.0,True
601 WEST 164 STREET,40.8388079,-73.9419162,RETAIL,112.0,True
616 WEST 165 STREET,40.8394833,-73.9424251,RETAIL,112.0,False
3931 BROADWAY,40.8391179,-73.9416918,RETAIL,112.0,True
3931 BROADWAY,40.8391179,-73.9416918,RETAIL,112.0,True
3931 BROADWAY,40.8391179,-73.9416918,RETAIL,112.0,True
3931 BROADWAY,40.8391179,-73.9416918,RETAIL,112.0,True
"4046 Broadway, NY,NY, 10032",40.8427642,-73.9389021,RETAIL,112.0,False
1221-39 ST. NICHOLAS AVENUE,40.8433266,-73.9384968,RETAIL,112.0,False
1221-39 ST. NICHOLAS AVENUE,40.8433266,-73.9384968,RETAIL,112.0,False
1221-39 ST. NICHOLAS AVENUE,40.8433266,-73.9384968,RETAIL,112.0,False
1221-39 ST. NICHOLAS AVENUE,40.8433266,-73.9384968,RETAIL,112.0,False
1221-39 ST. NICHOLAS AVENUE,40.8433266,-73.9384968,RETAIL,112.0,False
"4082 Broadway, NYC, NY 10032",40.8439881,-73.9385684,RETAIL,112.0,False
1253 ST NICHOLAS AVENUE,40.8440208,-73.9380118,RETAIL,112.0,False
1245 ST NICHOLAS AVENUE,40.8438123,-73.9381638,RETAIL,112.0,False
4079 BROADWAY,40.8443234,-73.9393669,RETAIL,112.0,False
4079 BROADWAY,40.8443234,-73.9393669,RETAIL,112.0,False
630 West 173 Store #1,40.8446061,-73.9393052,RETAIL,112.0,False
4101 Broadway,40.845004,-73.9392434,RETAIL,110.0,False
350 Fort 350 Fort Washington Avenue,40.8469337,-73.9395452,RETAIL,112.0,True
4171 BROADWAY,40.8474162,-73.9384532,RETAIL,112.0,True
4171 BROADWAY,40.8474162,-73.9384532,RETAIL,112.0,True
700 West 175 Street Store #7,40.8460826,-73.9389496,RETAIL,112.0,False
635 WEST 174 STREET,40.8457944,-73.9390258,RETAIL,112.0,False
635 WEST 174 STREET,40.8457944,-73.9390258,RETAIL,112.0,False
635 WEST 174 STREET,40.8457944,-73.9390258,RETAIL,112.0,False
635 WEST 174 STREET,40.8457944,-73.9390258,RETAIL,112.0,False
635 WEST 174 STREET,40.8457944,-73.9390258,RETAIL,112.0,False
615 West 615 West 173rd Street,40.8447345,-73.9382786,RETAIL,112.0,False
1261 ST NICHOLAS AVENUE,40.8444817,-73.9376717,RETAIL,112.0,False
4136 BROADWAY,40.8458791,-73.9382125,RETAIL,112.0,True
1281 ST NICHOLAS AVENUE,40.8451292,-73.9371976,RETAIL,112.0,False
1351 ST NICHOLAS AVENUE,40.8472774,-73.9356377,RETAIL,112.0,False
1355 St. Nicholas Ave,40.8472774,-73.9356377,RETAIL,112.0,False
712 Brighton Beach Ave,40.8472774,-73.9356377,RETAIL,112.0,False
4162 BROADWAY,40.8471277,-73.9378174,RETAIL,112.0,True
4188 BROADWAY,40.8480717,-73.9374514,RETAIL,112.0,False
655 WEST 177 STREET,40.8476599,-73.9372819,RETAIL,112.0,False
2553 AMSTERDAM AVENUE,40.851497,-73.9279308,RETAIL,112.0,False
283 Audobon,40.8476107,-73.9328037,RETAIL,112.0,False
1360-78 St. Nicholas Avenue,40.8473892,-73.9342099,RETAIL,112.0,False
1360-78 St. Nicholas Avenue,40.8473892,-73.9342099,RETAIL,112.0,False
1380 St Nicholas,40.8480589,-73.9342454,RETAIL,112.0,False
1380 St Nicholas,40.8480589,-73.9342454,RETAIL,112.0,False
1380 St Nicholas,40.8480589,-73.9342454,RETAIL,112.0,False
1380 St Nicholas,40.8480589,-73.9342454,RETAIL,112.0,False
561 WEST 179 STREET,40.8480589,-73.9342454,RETAIL,112.0,False
558 West 180th,40.8483003,-73.934068,RETAIL,112.0,False
1398 St Nicholas,40.8483003,-73.934068,RETAIL,112.0,False
1402 ST NICHOLAS AVE,40.8486817,-73.933793,RETAIL,112.0,False
1402 ST NICHOLAS AVE,40.8486817,-73.933793,RETAIL,112.0,False
568 WEST 181 STREET,40.8490247,-73.933695,RETAIL,112.0,False
568 WEST 181 STREET,40.8490247,-73.933695,RETAIL,112.0,False
568 WEST 181 STREET,40.8490247,-73.933695,RETAIL,112.0,False
564 WEST 181 STREET,40.8489286,-73.933565,RETAIL,112.0,False
564 WEST 181 STREET,40.8489286,-73.933565,RETAIL,112.0,False
564 WEST 181 STREET,40.8489286,-73.933565,RETAIL,112.0,False
564 WEST 181 STREET,40.8489286,-73.933565,RETAIL,112.0,False
564 WEST 181 STREET,40.8489286,-73.933565,RETAIL,112.0,False
575 WEST 181 STREET,40.849351,-73.9331453,RETAIL,110.0,False
575 WEST 181 STREET,40.849351,-73.9331453,RETAIL,110.0,False
575 WEST 181 STREET,40.849351,-73.9331453,RETAIL,110.0,False
575 WEST 181 STREET,40.849351,-73.9331453,RETAIL,110.0,False
1428 ST NICHOLAS AVENUE,40.8495487,-73.9331595,RETAIL,112.0,False
1430 ST NICHOLAS AVENUE,40.8496364,-73.9330944,RETAIL,112.0,False
1430 ST NICHOLAS AVENUE,40.8496364,-73.9330944,RETAIL,112.0,False
330 Audubon Ave,40.8492215,-73.9321912,RETAIL,112.0,False
330 Audubon Ave,40.8492215,-73.9321912,RETAIL,112.0,False
330 Audubon Ave,40.8492215,-73.9321912,RETAIL,112.0,False
330 Audubon Ave,40.8492215,-73.9321912,RETAIL,112.0,False
330 Audubon Ave,40.8492215,-73.9321912,RETAIL,112.0,False
571 West 181 Street,40.8491999,-73.9327876,RETAIL,112.0,False
1438-1446 ST NICHOLAS AVENUE,40.8499547,-73.9329423,RETAIL,112.0,False
1438-1446 ST NICHOLAS AVENUE,40.8499547,-73.9329423,RETAIL,112.0,False
1438-1446 ST NICHOLAS AVENUE,40.8499547,-73.9329423,RETAIL,112.0,False
1448-1456 ST. NICHOLAS AVENUE,40.8502044,-73.93283,RETAIL,112.0,False
1448-1456 ST. NICHOLAS AVENUE,40.8502044,-73.93283,RETAIL,112.0,False
1448-1456 ST. NICHOLAS AVENUE,40.8502044,-73.93283,RETAIL,112.0,False
1448-1456 ST. NICHOLAS AVENUE,40.8502044,-73.93283,RETAIL,112.0,False
551 west 182 street,40.8495397,-73.9319595,RETAIL,112.0,False
551 west 182 street,40.8495397,-73.9319595,RETAIL,112.0,False
551 west 182 street,40.8495397,-73.9319595,RETAIL,112.0,False
551 west 182 street,40.8495397,-73.9319595,RETAIL,112.0,False
551 west 182 street,40.8495397,-73.9319595,RETAIL,112.0,False
551 west 182 street,40.8495397,-73.9319595,RETAIL,112.0,False
551 west 182 street,40.8495397,-73.9319595,RETAIL,112.0,False
571 WEST 182 STREET,40.849864,-73.9327327,RETAIL,112.0,False
571 WEST 182 STREET,40.849864,-73.9327327,RETAIL,112.0,False
550 WEST 184 STREET,40.8503957,-73.931355,RETAIL,112.0,False
550 WEST 184 STREET,40.8503957,-73.931355,RETAIL,112.0,False
2440 AMSTERDAM AVENUE,40.848562,-73.9309846,RETAIL,112.0,True
2440 AMSTERDAM AVENUE,40.848562,-73.9309846,RETAIL,112.0,True
2440 AMSTERDAM AVENUE,40.848562,-73.9309846,RETAIL,112.0,True
2440 AMSTERDAM AVENUE,40.848562,-73.9309846,RETAIL,112.0,True
359 Audubon Avenue,40.8499893,-73.9310663,RETAIL,112.0,False
1480A ST. NICHOLAS AVE.,40.8510905,-73.9320302,RETAIL,112.0,False
1480B ST. NICHOLAS AVE.,40.8510905,-73.9320302,RETAIL,112.0,False
1482A ST. NICHOLAS AVE.,40.8510905,-73.9320302,RETAIL,112.0,False
1488 ST NICHOLAS AVENUE,40.8513731,-73.9318239,RETAIL,112.0,False
1492 ST NICKOLAS AVE,40.8513731,-73.9318239,RETAIL,112.0,False
1494 ST NICKOLAS AVE,40.8513731,-73.9318239,RETAIL,112.0,False
1488 ST NICHOLAS AVENUE,40.8513731,-73.9318239,RETAIL,112.0,False
1490 ST NICKOLAS AVE,40.8513731,-73.9318239,RETAIL,112.0,False
1500 ST NICHOLAS AVENUE,40.8517243,-73.9315705,RETAIL,112.0,False
1500 ST NICHOLAS AVENUE,40.8517243,-73.9315705,RETAIL,112.0,False
1500 ST NICHOLAS AVENUE,40.8517243,-73.9315705,RETAIL,112.0,False
1506 ST NICHOLAS AVENUE,40.8518587,-73.9314692,RETAIL,112.0,False
1520 ST NICHOLAS AVENUE,40.8523882,-73.9310855,RETAIL,112.0,False
1520 ST NICHOLAS AVENUE,40.8523882,-73.9310855,RETAIL,112.0,False
1526 ST NICHOLAS AVENUE,40.8525089,-73.9309986,RETAIL,112.0,False
440 AUDUBON AVENUE,40.8529006,-73.9296101,RETAIL,112.0,False
440 AUDUBON AVENUE,40.8529006,-73.9296101,RETAIL,112.0,False
440 AUDUBON AVENUE,40.8529006,-73.9296101,RETAIL,112.0,False
564 WEST 189 STREET,40.8538832,-73.9296705,RETAIL,112.0,False
1580 St. Nicholas Ave,40.8543388,-73.9295977,RETAIL,112.0,False
494 Audubon Avenue,40.8542806,-73.928658,RETAIL,112.0,False
492 Audubon Avenue,40.8542806,-73.928658,RETAIL,112.0,False
445 AUDUBON AVENUE,40.8526177,-73.9292995,RETAIL,112.0,False
1604 ST NICHOLAS AVENUE,40.8549698,-73.9291235,RETAIL,112.0,False
1606 ST NICHOLAS AVENUE,40.8549698,-73.9291235,RETAIL,112.0,False
1620 ST. NICHOLAS AVE,40.8555844,-73.9287361,RETAIL,112.0,False
1622 ST. NICHOLAS AVE,40.8555844,-73.9287361,RETAIL,112.0,False
1624 ST. NICHOLAS AVE,40.8555844,-73.9287361,RETAIL,112.0,False
1626 ST. NICHOLAS AVE,40.8555844,-73.9287361,RETAIL,112.0,False
124 FT GEORGE AVENUE,40.8567748,-73.9275491,RETAIL,112.0,False
124 FT GEORGE AVENUE,40.8567748,-73.9275491,RETAIL,112.0,False
111 WADSWORTH AVENUE,40.8479499,-73.9355612,RETAIL,112.0,False
1387 ST NICHOLAS AVENUE,40.8484407,-73.93478,RETAIL,112.0,False
1387 ST NICHOLAS AVENUE,40.8484407,-73.93478,RETAIL,112.0,False
1387 ST NICHOLAS AVENUE,40.8484407,-73.93478,RETAIL,112.0,False
616 West 181 Street,40.8495249,-73.9348837,RETAIL,112.0,False
616 West 181 Street,40.8495249,-73.9348837,RETAIL,112.0,False
614 W 181ST STREET,40.8492969,-73.9344068,RETAIL,112.0,False
602 WEST 181ST STREET,40.8492969,-73.9344068,RETAIL,112.0,False
600 WEST 181ST STREET,40.8492969,-73.9344068,RETAIL,112.0,False
1419 ST NICHOLAS AVE,40.8492969,-73.9344068,RETAIL,112.0,False
614A WEST 181ST STREET,40.8492969,-73.9344068,RETAIL,112.0,False
601 West 180th,40.8489428,-73.9344144,RETAIL,112.0,False
601 West 180th,40.8489428,-73.9344144,RETAIL,112.0,False
1401 ST NICHOLAS AVENUE,40.8489428,-73.9344144,RETAIL,112.0,False
1401 ST NICHOLAS AVENUE,40.8489428,-73.9344144,RETAIL,112.0,False
1401 ST NICHOLAS AVENUE,40.8489428,-73.9344144,RETAIL,112.0,False
601 West 180th,40.8489428,-73.9344144,RETAIL,112.0,False
1401 ST NICHOLAS AVENUE,40.8489428,-73.9344144,RETAIL,112.0,False
4240 BROADWAY,40.8495914,-73.9358813,RETAIL,112.0,False
4240 BROADWAY,40.8495914,-73.9358813,RETAIL,112.0,False
4240 BROADWAY,40.8495914,-73.9358813,RETAIL,112.0,False
4250 BROADWAY,40.849786,-73.9355052,RETAIL,112.0,False
4250 BROADWAY,40.849786,-73.9355052,RETAIL,112.0,False
4250 BROADWAY,40.849786,-73.9355052,RETAIL,112.0,False
4250 BROADWAY,40.849786,-73.9355052,RETAIL,112.0,False
4250 BROADWAY,40.849786,-73.9355052,RETAIL,112.0,False
190 WADSWORTH AVENUE,40.8509904,-73.9344883,RETAIL,112.0,False
4308 BROADWAY,40.851726,-73.9345779,RETAIL,112.0,False
4308 BROADWAY,40.851726,-73.9345779,RETAIL,112.0,False
4316 BROADWAY,40.851822,-73.9345164,RETAIL,112.0,False
4316 BROADWAY,40.851822,-73.9345164,RETAIL,112.0,False
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
4260 BROADWAY,40.85031,-73.935147,RETAIL,112.0,True
617-627 W. 181ST STREET,40.8499172,-73.934493,RETAIL,112.0,False
605 WEST 181 STREET,40.8497166,-73.9340124,RETAIL,112.0,False
611 WEST 181 STREET,40.849799,-73.9342111,RETAIL,112.0,False
1447 ST NICHOLAS AVENUE,40.8504573,-73.933408,RETAIL,112.0,False
1445 ST NICHOLAS AVENUE,40.8502405,-73.9334589,RETAIL,112.0,False
1445 ST NICHOLAS AVENUE,40.8502405,-73.9334589,RETAIL,112.0,False
1441 ST NICHOLAS AVENUE,40.850139,-73.9335313,RETAIL,112.0,False
1441 ST NICHOLAS AVENUE,40.850139,-73.9335313,RETAIL,112.0,False
1469 ST NICHOLAS AVENUE,40.850973,-73.932934,RETAIL,112.0,False
1425 ST. NICHOLAS AVENUE,40.84962,-73.9338,RETAIL,112.0,False
1485 ST NICHOLAS AVE,40.8514147,-73.932601,RETAIL,112.0,False
600 West 186th Street St#4,40.8523173,-73.9319422,RETAIL,112.0,False
600 West 186th Street St#5,40.8523173,-73.9319422,RETAIL,112.0,False
1505 ST NICHOLAS AVENUE,40.852128,-73.9320798,RETAIL,112.0,False
1503 ST NICHOLAS AVENUE,40.8519854,-73.9321847,RETAIL,112.0,False
600 WEST 187TH STREET,40.8530334,-73.931421,RETAIL,112.0,False
600 WEST 187TH STREET,40.8530334,-73.931421,RETAIL,112.0,False
4320 BROADWAY,40.8522336,-73.9342593,RETAIL,112.0,False
600-1 West 188th Street,40.8536342,-73.9309902,RETAIL,112.0,False
600-2 West 188th Street,40.8536342,-73.9309902,RETAIL,112.0,False
600 West 189 Store #5,40.8542515,-73.9305413,RETAIL,112.0,False
601 West 188 Street Store #5,40.8540074,-73.9307187,RETAIL,112.0,False
601 West 188 Street Store #6,40.8540074,-73.9307187,RETAIL,112.0,False
1595-1597 ST NICHOLAS AVENUE,40.8548414,-73.9301105,RETAIL,112.0,False
1591 ST NICHOLAS AVENUE,40.8548414,-73.9301105,RETAIL,112.0,False
1641 ST NICHOLAS AVENUE,40.856493,-73.9289809,RETAIL,112.0,False
1631 ST NICHOLAS AVENUE,40.8561253,-73.9291657,RETAIL,112.0,False
1631 ST NICHOLAS AVENUE,40.8561253,-73.9291657,RETAIL,112.0,False
1617 St Nicholas Ave,40.8555602,-73.9295784,RETAIL,112.0,False
1601 ST NICHOLAS AVENUE,40.8552639,-73.9298353,RETAIL,112.0,False
4380 Broadway,40.8542751,-73.9333175,RETAIL,112.0,False
4464 Broadway,40.8568161,-73.9321979,RETAIL,112.0,False
4480 BROADWAY,40.8573264,-73.9319299,RETAIL,112.0,False
4480 BROADWAY,40.8573264,-73.9319299,RETAIL,112.0,False
4530 BROADWAY,40.8586077,-73.9311513,RETAIL,112.0,False
4530 BROADWAY,40.8586077,-73.9311513,RETAIL,112.0,False
1649 St. Nicholas Avenue,40.8569951,-73.9286225,RETAIL,112.0,True
1653 St. Nicholas Avenue,40.8569951,-73.9286225,RETAIL,112.0,True
64 WADSWORTH TERRACE,40.8565737,-73.930763,RETAIL,112.0,False
4580 BROADWAY,40.8600785,-73.9305714,RETAIL,112.0,False
4580 BROADWAY,40.8600785,-73.9305714,RETAIL,112.0,False
4648 BROADWAY,40.861788,-73.9296911,RETAIL,112.0,False
4648 BROADWAY,40.861788,-73.9296911,RETAIL,112.0,False
70-72 NAGLE AVENUE,40.8603931,-73.9288322,RETAIL,112.0,False
117-119 Nagle Ave,40.8604137,-73.9266956,RETAIL,112.0,True
117-119 Nagle Ave,40.8604137,-73.9266956,RETAIL,112.0,True
141 Nagle Avenue,40.8607262,-73.926012,RETAIL,112.0,True
165 Nagle Ave,40.8609675,-73.9256863,RETAIL,112.0,False
165 Nagle Ave,40.8609675,-73.9256863,RETAIL,112.0,False
1 SHERMAN AVENUE,40.8620073,-73.9292281,RETAIL,112.0,False
1 SHERMAN AVENUE,40.8620073,-73.9292281,RETAIL,112.0,False
1 SHERMAN AVENUE,40.8620073,-73.9292281,RETAIL,112.0,False
1 SHERMAN AVENUE,40.8620073,-73.9292281,RETAIL,112.0,False
1 SHERMAN AVENUE,40.8620073,-73.9292281,RETAIL,112.0,False
39 SHERMAN AVENUE,40.8625471,-73.9279007,RETAIL,112.0,False
110 Dyckman Street,40.8618676,-73.9253202,RETAIL,112.0,False
156 Nagle Avenue,40.8617248,-73.9252264,RETAIL,112.0,False
166 Nagle Avenue,40.8617248,-73.9252264,RETAIL,112.0,False
